satisfaction_result,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Online Booking,Gate location,Food and drink,Online Check-in,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes
neutral or dissatisfied,Male,Frequent Flyer,12,Business travel,Eco,528,4,3,3,3,4,4,3,4,4,4,4,2,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,45,Business travel,Business,692,3,5,5,5,2,4,4,3,3,3,3,1,3,3,0
neutral or dissatisfied,Female,Infrequent Flyer,28,Business travel,Business,1107,2,2,2,3,1,2,1,1,4,2,4,3,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,58,Business travel,Eco Plus,1034,2,1,1,1,3,4,3,2,2,2,2,3,2,3,0
neutral or dissatisfied,Female,Infrequent Flyer,25,Business travel,Business,432,3,0,3,4,4,3,4,4,4,2,4,3,4,4,3
neutral or dissatisfied,Female,Infrequent Flyer,20,Business travel,Eco,921,2,2,2,3,5,2,5,5,3,3,4,3,5,5,4
neutral or dissatisfied,Female,Frequent Flyer,57,Personal Travel,Eco,192,3,5,3,1,2,1,4,1,1,3,1,1,1,3,21
neutral or dissatisfied,Female,Frequent Flyer,38,Business travel,Business,492,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,32,Personal Travel,Eco,564,2,4,2,1,3,2,3,3,4,3,5,5,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,52,Business travel,Eco,2248,3,1,2,2,3,3,3,1,4,3,4,3,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,14,Personal Travel,Eco,919,2,4,2,2,5,2,5,5,4,4,3,2,5,5,0
neutral or dissatisfied,Female,Frequent Flyer,62,Personal Travel,Eco,135,2,5,2,4,5,5,4,2,2,2,1,5,2,4,0
neutral or dissatisfied,Male,Frequent Flyer,7,Personal Travel,Eco,611,1,1,1,4,1,2,2,2,5,3,4,2,1,2,132
neutral or dissatisfied,Female,Frequent Flyer,71,Business travel,Business,918,4,5,5,5,4,4,3,4,4,4,4,4,4,1,0
neutral or dissatisfied,Male,Frequent Flyer,8,Business travel,Eco,841,3,1,1,1,3,3,1,3,1,2,3,2,4,3,24
neutral or dissatisfied,Male,Frequent Flyer,27,Business travel,Business,2013,2,1,1,1,2,2,2,2,2,1,3,4,3,2,27
neutral or dissatisfied,Female,Frequent Flyer,27,Business travel,Business,1533,4,2,2,2,4,4,4,4,3,5,4,3,4,4,56
neutral or dissatisfied,Male,Frequent Flyer,46,Business travel,Eco,1171,3,4,4,4,3,3,3,3,4,2,4,4,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,17,Personal Travel,Eco,216,3,5,3,4,4,3,4,4,5,2,4,4,4,4,4
neutral or dissatisfied,Female,Frequent Flyer,51,Business travel,Business,1961,3,2,2,2,2,2,3,3,3,3,3,1,3,2,3
neutral or dissatisfied,Male,Frequent Flyer,34,Personal Travel,Eco,2565,3,4,3,4,4,3,4,4,3,2,4,3,5,4,16
neutral or dissatisfied,Male,Frequent Flyer,22,Personal Travel,Eco,871,1,5,0,3,4,0,4,4,2,4,3,2,5,4,0
neutral or dissatisfied,Female,Infrequent Flyer,30,Business travel,Eco,697,1,1,1,2,1,1,1,1,3,5,1,3,1,1,0
neutral or dissatisfied,Male,Frequent Flyer,64,Personal Travel,Eco,781,1,4,1,4,4,1,4,4,3,2,5,5,5,4,25
neutral or dissatisfied,Female,Frequent Flyer,52,Personal Travel,Eco,2378,1,4,1,1,4,3,5,4,4,1,4,4,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,54,Business travel,Eco,1744,3,3,3,3,2,4,3,3,3,3,3,2,3,3,9
neutral or dissatisfied,Female,Frequent Flyer,42,Personal Travel,Eco,1055,4,4,4,2,5,4,5,4,4,4,4,3,4,3,0
neutral or dissatisfied,Female,Infrequent Flyer,43,Business travel,Business,356,4,4,4,3,4,4,4,4,4,5,5,5,4,4,6
neutral or dissatisfied,Female,Frequent Flyer,35,Business travel,Eco,305,3,1,1,1,3,3,3,3,1,5,3,4,3,3,0
neutral or dissatisfied,Male,Frequent Flyer,16,Business travel,Eco,603,4,5,5,5,4,4,2,4,2,2,3,1,3,4,23
neutral or dissatisfied,Male,Frequent Flyer,37,Personal Travel,Eco,337,3,4,3,2,2,3,1,2,3,3,4,4,4,2,0
neutral or dissatisfied,Female,Infrequent Flyer,21,Business travel,Eco,912,1,1,1,5,4,1,4,4,4,3,4,4,5,4,0
neutral or dissatisfied,Female,Infrequent Flyer,21,Business travel,Business,1237,3,1,3,3,1,3,1,1,1,3,3,1,3,1,49
neutral or dissatisfied,Male,Frequent Flyer,13,Business travel,Business,3532,2,5,5,5,2,1,2,2,2,1,4,2,3,2,0
neutral or dissatisfied,Female,Frequent Flyer,55,Personal Travel,Eco,1535,1,5,1,1,2,4,5,3,3,1,3,4,3,5,0
neutral or dissatisfied,Female,Frequent Flyer,17,Personal Travel,Eco,1670,3,0,3,3,4,3,4,4,4,4,4,3,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,44,Business travel,Eco Plus,444,3,5,5,5,2,3,2,2,2,5,2,2,3,2,13
neutral or dissatisfied,Female,Frequent Flyer,9,Personal Travel,Business,1188,2,5,2,2,1,2,1,1,5,4,3,3,4,1,7
neutral or dissatisfied,Female,Frequent Flyer,55,Personal Travel,Eco,370,3,3,3,2,5,3,5,3,3,3,3,2,3,3,7
neutral or dissatisfied,Male,Frequent Flyer,68,Personal Travel,Eco,383,2,5,2,2,1,2,1,1,3,3,4,4,4,1,0
neutral or dissatisfied,Female,Infrequent Flyer,36,Business travel,Eco,232,3,4,3,4,2,3,2,2,2,2,3,3,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,47,Business travel,Eco,1372,2,1,1,1,2,2,2,2,3,2,2,2,3,2,149
neutral or dissatisfied,Female,Frequent Flyer,53,Personal Travel,Eco,666,4,4,4,1,5,4,5,3,3,4,5,3,3,5,0
neutral or dissatisfied,Male,Frequent Flyer,56,Business travel,Eco,251,1,5,5,5,1,1,1,1,2,3,3,3,4,1,69
neutral or dissatisfied,Female,Frequent Flyer,59,Business travel,Business,2241,3,3,3,3,5,3,4,3,3,3,3,2,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,45,Business travel,Business,589,1,3,3,3,2,2,3,1,1,1,1,3,1,2,0
neutral or dissatisfied,Female,Frequent Flyer,41,Personal Travel,Eco Plus,327,3,0,3,5,4,4,4,4,4,3,4,4,4,3,15
neutral or dissatisfied,Male,Frequent Flyer,13,Personal Travel,Eco,1300,3,3,3,2,3,3,3,3,1,4,2,4,2,3,12
neutral or dissatisfied,Female,Infrequent Flyer,20,Business travel,Eco,109,3,3,3,4,3,3,3,3,3,4,3,3,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,28,Business travel,Business,2136,2,1,1,1,2,2,2,2,3,2,3,2,3,2,23
neutral or dissatisfied,Female,Frequent Flyer,44,Personal Travel,Eco,1587,1,4,0,2,5,5,5,1,1,0,1,4,1,5,21
neutral or dissatisfied,Female,Infrequent Flyer,35,Business travel,Business,2565,2,2,2,4,2,5,5,3,3,4,5,5,3,5,5
neutral or dissatisfied,Male,Frequent Flyer,64,Personal Travel,Eco,1303,4,5,5,1,1,5,1,1,3,4,5,3,5,1,18
neutral or dissatisfied,Male,Frequent Flyer,49,Business travel,Eco,1086,3,3,3,3,3,3,3,3,2,1,4,4,3,3,0
neutral or dissatisfied,Male,Infrequent Flyer,37,Business travel,Business,413,2,2,2,4,4,2,4,4,5,3,5,3,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,71,Business travel,Business,742,2,3,4,3,2,2,1,2,2,2,2,2,2,2,0
neutral or dissatisfied,Female,Frequent Flyer,11,Personal Travel,Eco,1034,2,5,3,1,4,3,4,4,5,2,5,4,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,21,Business travel,Business,1448,3,2,3,2,3,3,3,3,3,4,3,2,3,3,0
neutral or dissatisfied,Male,Frequent Flyer,33,Personal Travel,Eco,666,4,4,5,5,3,5,3,3,2,2,4,5,3,3,39
neutral or dissatisfied,Female,Frequent Flyer,47,Personal Travel,Eco,156,1,4,1,3,5,4,5,4,4,1,4,4,4,3,0
neutral or dissatisfied,Male,Infrequent Flyer,25,Business travel,Eco,728,2,2,2,3,5,2,5,5,4,3,4,5,2,5,2
neutral or dissatisfied,Female,Frequent Flyer,24,Business travel,Eco,632,4,4,4,4,4,4,4,4,2,3,4,2,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,20,Business travel,Eco Plus,456,2,4,4,4,2,2,1,2,3,4,4,2,3,2,0
neutral or dissatisfied,Female,Infrequent Flyer,68,Business travel,Eco,190,3,1,3,2,3,3,3,3,2,4,3,3,2,3,0
neutral or dissatisfied,Male,Infrequent Flyer,39,Business travel,Eco,867,1,1,1,2,5,1,2,5,4,1,2,1,3,5,1
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,1514,2,4,2,5,3,2,3,3,3,5,5,1,4,3,0
neutral or dissatisfied,Male,Infrequent Flyer,24,Business travel,Eco,280,3,4,3,3,4,3,1,4,4,5,4,4,3,4,0
neutral or dissatisfied,Male,Infrequent Flyer,54,Business travel,Eco,152,4,0,4,5,3,4,3,3,1,2,1,4,2,3,0
neutral or dissatisfied,Female,Infrequent Flyer,25,Business travel,Eco,116,2,1,2,3,2,4,4,1,3,4,3,4,2,4,140
neutral or dissatisfied,Male,Frequent Flyer,25,Business travel,Business,2881,3,3,2,2,3,3,3,3,1,4,2,3,3,3,0
neutral or dissatisfied,Female,Infrequent Flyer,20,Business travel,Eco,368,2,4,2,3,2,2,2,2,4,3,4,4,4,2,7
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,909,3,4,3,2,4,3,4,4,2,3,4,2,1,4,19
neutral or dissatisfied,Male,Frequent Flyer,10,Personal Travel,Eco,1299,2,4,2,2,4,2,4,4,3,5,3,4,4,4,0
neutral or dissatisfied,Male,Infrequent Flyer,55,Business travel,Eco,1205,2,2,2,3,2,2,2,2,4,5,4,2,3,2,0
neutral or dissatisfied,Male,Infrequent Flyer,29,Business travel,Eco,622,4,4,4,3,5,4,5,5,4,5,3,2,3,5,0
neutral or dissatisfied,Female,Frequent Flyer,49,Personal Travel,Eco Plus,1167,4,3,4,4,2,3,3,1,1,4,1,2,1,2,49
neutral or dissatisfied,Female,Frequent Flyer,24,Business travel,Business,3798,1,2,2,2,1,1,1,2,5,3,4,1,1,1,177
neutral or dissatisfied,Female,Frequent Flyer,42,Business travel,Business,569,2,2,2,2,2,3,4,2,2,2,2,4,2,2,0
neutral or dissatisfied,Male,Frequent Flyer,56,Business travel,Eco Plus,775,2,2,2,2,2,2,2,2,4,1,4,4,4,2,4
neutral or dissatisfied,Female,Frequent Flyer,67,Personal Travel,Eco,446,2,3,2,2,5,3,3,1,1,2,2,1,1,1,0
neutral or dissatisfied,Female,Frequent Flyer,17,Business travel,Eco Plus,583,4,3,2,3,4,4,3,4,2,4,4,1,4,4,125
neutral or dissatisfied,Female,Infrequent Flyer,33,Business travel,Business,409,2,2,2,1,3,2,3,3,4,2,4,4,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,29,Personal Travel,Eco Plus,1947,1,5,1,2,1,1,1,1,3,4,5,4,2,1,7
neutral or dissatisfied,Female,Frequent Flyer,69,Business travel,Business,516,3,5,5,5,4,3,3,3,3,3,3,2,3,2,0
neutral or dissatisfied,Male,Infrequent Flyer,16,Business travel,Eco,1246,2,2,2,4,2,2,2,2,3,3,2,2,3,2,64
neutral or dissatisfied,Female,Frequent Flyer,52,Personal Travel,Eco,1874,3,4,3,4,3,3,4,1,1,3,1,4,1,5,0
neutral or dissatisfied,Male,Frequent Flyer,25,Business travel,Eco Plus,1444,4,5,5,5,4,4,1,4,4,4,4,3,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,37,Personal Travel,Eco,226,2,5,2,5,3,2,3,3,3,3,5,4,5,3,3
neutral or dissatisfied,Female,Infrequent Flyer,35,Business travel,Business,1089,1,2,2,3,2,2,3,2,5,4,5,5,4,2,2
neutral or dissatisfied,Female,Frequent Flyer,46,Business travel,Business,1953,3,4,4,4,4,4,3,3,3,2,3,4,3,1,0
neutral or dissatisfied,Female,Frequent Flyer,56,Business travel,Eco,2248,3,2,2,2,5,3,3,3,3,3,3,4,3,1,8
neutral or dissatisfied,Male,Frequent Flyer,36,Business travel,Business,3284,3,4,5,5,4,3,3,3,3,2,3,3,3,4,46
neutral or dissatisfied,Male,Frequent Flyer,60,Business travel,Eco,2399,4,3,3,3,4,3,3,3,5,1,2,3,1,3,0
neutral or dissatisfied,Male,Frequent Flyer,40,Business travel,Eco,387,3,4,4,4,3,3,3,3,1,3,4,2,3,3,22
neutral or dissatisfied,Male,Frequent Flyer,10,Business travel,Business,2342,2,4,4,4,2,2,2,2,4,5,3,3,4,2,6
neutral or dissatisfied,Female,Frequent Flyer,65,Personal Travel,Eco,488,4,0,4,3,3,5,4,3,3,4,3,4,3,3,57
neutral or dissatisfied,Female,Frequent Flyer,57,Business travel,Business,1670,3,1,1,1,5,2,3,3,3,3,3,4,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,23,Business travel,Business,3152,2,2,2,2,2,1,2,2,2,4,2,4,3,2,29
neutral or dissatisfied,Female,Frequent Flyer,59,Personal Travel,Eco,1142,1,4,0,1,2,5,4,5,5,0,5,4,5,3,0
neutral or dissatisfied,Female,Frequent Flyer,66,Personal Travel,Eco,361,3,4,3,1,5,4,4,2,2,3,5,5,2,3,1
neutral or dissatisfied,Male,Infrequent Flyer,27,Business travel,Eco Plus,628,2,2,2,4,1,2,1,1,4,5,3,1,4,1,4
neutral or dissatisfied,Female,Frequent Flyer,20,Personal Travel,Eco Plus,169,2,5,2,3,1,2,1,1,3,3,4,5,4,1,0
neutral or dissatisfied,Female,Frequent Flyer,36,Personal Travel,Eco,101,4,3,4,5,5,4,5,5,4,1,2,2,5,5,0
neutral or dissatisfied,Female,Frequent Flyer,56,Business travel,Business,2692,4,5,5,5,2,4,3,3,3,3,4,4,3,1,0
neutral or dissatisfied,Male,Infrequent Flyer,18,Business travel,Eco,836,2,2,2,4,3,2,3,3,3,4,4,3,4,3,0
neutral or dissatisfied,Male,Infrequent Flyer,45,Business travel,Business,334,2,2,2,1,5,2,5,5,3,3,5,4,5,5,40
neutral or dissatisfied,Male,Frequent Flyer,31,Personal Travel,Eco,441,4,4,4,5,1,4,4,1,5,5,4,1,1,1,0
neutral or dissatisfied,Male,Frequent Flyer,31,Business travel,Business,1934,3,2,2,2,3,3,3,3,2,4,3,1,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,30,Business travel,Business,3156,3,5,1,1,3,3,3,3,1,5,3,2,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,29,Personal Travel,Eco,612,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0
neutral or dissatisfied,Male,Frequent Flyer,26,Personal Travel,Eco,922,1,4,1,2,4,1,4,4,4,1,5,5,3,4,63
neutral or dissatisfied,Female,Frequent Flyer,45,Personal Travel,Eco,491,2,5,2,5,4,4,4,2,2,2,2,4,2,5,95
neutral or dissatisfied,Male,Frequent Flyer,39,Personal Travel,Eco,414,2,4,2,1,1,2,1,1,4,2,3,4,4,1,0
neutral or dissatisfied,Female,Frequent Flyer,42,Personal Travel,Eco,862,2,3,2,3,2,2,2,1,1,2,1,4,1,2,0
neutral or dissatisfied,Female,Infrequent Flyer,25,Business travel,Business,813,3,0,3,1,1,3,1,1,5,5,5,4,4,1,0
neutral or dissatisfied,Female,Frequent Flyer,29,Business travel,Business,985,2,2,5,2,2,2,2,2,4,2,3,2,2,2,139
neutral or dissatisfied,Female,Frequent Flyer,31,Business travel,Business,528,2,5,5,5,2,2,2,2,3,2,3,1,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,59,Personal Travel,Eco,417,3,2,3,2,2,3,2,2,4,1,3,3,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,21,Business travel,Eco,689,0,1,1,1,0,1,2,0,2,5,3,2,3,0,0
neutral or dissatisfied,Female,Frequent Flyer,15,Personal Travel,Eco,1449,4,4,3,2,3,3,3,3,2,5,3,3,4,3,137
neutral or dissatisfied,Female,Frequent Flyer,62,Personal Travel,Eco,213,3,5,3,4,3,4,4,5,5,3,5,4,5,3,0
neutral or dissatisfied,Male,Frequent Flyer,20,Personal Travel,Eco,1546,4,4,4,1,4,4,4,4,5,3,5,3,5,4,1
neutral or dissatisfied,Male,Frequent Flyer,29,Business travel,Business,643,4,4,4,4,4,4,4,4,2,1,4,2,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,53,Business travel,Business,3754,2,4,4,4,4,2,2,2,2,2,2,1,2,4,1
neutral or dissatisfied,Male,Frequent Flyer,56,Business travel,Business,3397,3,1,1,1,5,3,3,3,3,3,3,2,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,23,Business travel,Eco Plus,954,3,2,5,2,3,3,4,3,1,2,4,3,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,41,Business travel,Eco,302,4,5,5,5,3,4,3,3,3,1,3,4,3,3,0
neutral or dissatisfied,Male,Frequent Flyer,48,Business travel,Business,2807,2,2,2,2,3,4,3,2,2,2,2,2,2,4,31
neutral or dissatisfied,Female,Frequent Flyer,45,Business travel,Business,3058,1,0,0,4,2,4,3,5,5,0,5,2,5,3,42
neutral or dissatisfied,Female,Frequent Flyer,14,Business travel,Eco Plus,481,1,4,4,4,1,1,2,1,3,1,3,3,3,1,0
neutral or dissatisfied,Male,Frequent Flyer,47,Business travel,Eco,438,4,4,4,4,4,4,4,4,2,2,4,1,3,4,0
neutral or dissatisfied,Female,Frequent Flyer,38,Personal Travel,Eco,950,2,5,2,3,3,2,3,3,4,5,3,4,4,3,0
neutral or dissatisfied,Male,Frequent Flyer,43,Personal Travel,Eco,2165,3,4,3,4,2,3,2,2,2,5,3,3,4,2,0
neutral or dissatisfied,Male,Frequent Flyer,26,Personal Travel,Eco Plus,541,2,5,3,4,2,3,2,2,4,4,5,3,5,2,0
neutral or dissatisfied,Female,Frequent Flyer,28,Personal Travel,Eco,268,1,0,0,2,3,0,2,3,4,1,2,2,3,3,0
neutral or dissatisfied,Male,Infrequent Flyer,21,Business travel,Eco,1021,3,3,3,2,5,3,5,5,3,5,3,3,2,5,36
neutral or dissatisfied,Male,Frequent Flyer,22,Personal Travel,Eco,1258,4,4,4,4,2,4,2,2,3,5,5,3,4,2,0
neutral or dissatisfied,Female,Infrequent Flyer,40,Business travel,Business,214,1,0,0,4,5,0,2,5,3,4,4,3,4,5,11
neutral or dissatisfied,Male,Frequent Flyer,56,Business travel,Eco,631,3,2,2,2,3,3,3,3,1,5,3,3,3,3,0
neutral or dissatisfied,Female,Frequent Flyer,13,Personal Travel,Eco,2295,3,1,3,3,3,2,2,4,4,1,3,2,1,2,6
neutral or dissatisfied,Male,Infrequent Flyer,34,Business travel,Business,270,2,2,2,3,4,2,4,4,4,4,4,4,4,4,0
neutral or dissatisfied,Male,Frequent Flyer,25,Personal Travel,Eco,597,2,4,2,3,4,2,4,4,4,5,3,2,4,4,0
neutral or dissatisfied,Female,Frequent Flyer,51,Personal Travel,Eco,584,1,5,1,1,5,4,5,2,2,1,2,4,2,3,9
neutral or dissatisfied,Male,Infrequent Flyer,30,Business travel,Business,667,2,2,2,3,1,2,1,1,4,3,4,5,4,1,3
neutral or dissatisfied,Male,Frequent Flyer,34,Personal Travel,Eco,1276,1,5,1,5,4,1,2,4,3,4,5,5,5,4,0
neutral or dissatisfied,Female,Infrequent Flyer,26,Business travel,Business,2583,1,3,1,4,3,1,2,3,1,1,2,1,4,3,0
neutral or dissatisfied,Male,Infrequent Flyer,35,Business travel,Business,909,3,3,3,4,5,3,5,5,3,2,4,4,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,31,Personal Travel,Eco,432,1,5,1,4,4,1,4,4,4,4,4,4,5,4,0
neutral or dissatisfied,Male,Frequent Flyer,12,Personal Travel,Eco,1399,1,4,1,4,1,1,1,1,5,3,5,3,4,1,0
neutral or dissatisfied,Female,Infrequent Flyer,50,Business travel,Eco,223,3,4,3,3,2,3,3,2,1,3,4,2,3,2,0
neutral or dissatisfied,Male,Frequent Flyer,42,Business travel,Eco,594,2,2,2,2,2,2,2,2,4,5,3,2,3,2,38
neutral or dissatisfied,Male,Frequent Flyer,53,Personal Travel,Eco,1009,2,3,2,1,1,2,1,1,4,2,3,2,1,1,29
neutral or dissatisfied,Female,Frequent Flyer,18,Personal Travel,Eco Plus,1154,2,4,3,3,1,3,1,1,4,3,5,4,4,1,18
neutral or dissatisfied,Male,Frequent Flyer,34,Personal Travel,Eco,227,2,5,0,3,4,0,4,4,3,4,4,5,5,4,0
neutral or dissatisfied,Male,Frequent Flyer,33,Business travel,Eco Plus,533,1,4,4,4,1,2,1,1,2,2,4,2,3,1,7
neutral or dissatisfied,Female,Frequent Flyer,31,Business travel,Business,852,5,1,3,1,5,4,5,5,4,2,3,3,4,5,0
neutral or dissatisfied,Female,Frequent Flyer,37,Personal Travel,Eco Plus,515,2,4,2,1,3,2,2,3,4,4,4,5,4,3,0
neutral or dissatisfied,Female,Frequent Flyer,59,Personal Travel,Eco,447,2,5,2,4,5,4,5,5,5,2,5,3,5,5,0
neutral or dissatisfied,Male,Frequent Flyer,10,Personal Travel,Eco,1009,3,4,3,2,1,3,1,1,1,4,1,2,2,1,10
neutral or dissatisfied,Male,Infrequent Flyer,28,Business travel,Business,1444,2,2,2,3,3,2,3,3,4,2,3,1,4,3,0
neutral or dissatisfied,Female,Frequent Flyer,13,Personal Travel,Eco,2125,1,4,1,4,2,1,2,2,4,2,3,3,4,2,81
neutral or dissatisfied,Female,Frequent Flyer,60,Personal Travel,Eco,1660,1,5,1,3,3,5,4,5,5,1,5,4,5,5,0
satisfied,Male,Frequent Flyer,53,Business travel,Business,1208,2,2,2,2,1,4,5,3,3,4,3,4,3,2,0
satisfied,Female,Frequent Flyer,44,Business travel,Business,1096,4,4,4,4,5,5,4,4,4,4,4,5,4,3,51
satisfied,Male,Frequent Flyer,64,Business travel,Business,3308,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0
satisfied,Female,Frequent Flyer,43,Business travel,Business,1524,2,2,2,2,4,5,5,2,2,2,2,4,2,4,0
satisfied,Female,Infrequent Flyer,20,Business travel,Business,447,5,4,5,2,5,5,5,5,5,2,5,5,4,5,4
satisfied,Male,Frequent Flyer,39,Business travel,Business,1460,2,2,2,2,4,4,5,4,4,4,4,5,4,5,0
satisfied,Male,Frequent Flyer,33,Business travel,Business,539,4,4,4,4,5,5,5,5,2,3,1,4,4,5,0
satisfied,Female,Frequent Flyer,21,Business travel,Business,762,3,3,3,3,4,5,4,4,4,5,5,4,4,4,19
satisfied,Female,Frequent Flyer,75,Business travel,Business,1892,1,1,5,1,3,2,4,5,5,5,5,4,5,1,4
satisfied,Male,Infrequent Flyer,26,Business travel,Business,414,4,4,4,5,2,4,2,2,4,2,5,5,5,2,0
satisfied,Female,Frequent Flyer,51,Business travel,Business,2981,2,2,2,2,2,2,5,4,4,4,4,3,4,4,0
satisfied,Male,Frequent Flyer,41,Business travel,Business,2299,1,1,4,1,1,5,1,4,4,4,4,5,4,5,0
satisfied,Male,Frequent Flyer,52,Business travel,Business,611,1,1,1,1,3,5,4,5,5,5,5,4,5,4,61
satisfied,Male,Frequent Flyer,13,Personal Travel,Eco,689,4,4,5,1,1,5,1,1,4,3,5,4,4,1,0
satisfied,Female,Frequent Flyer,33,Business travel,Business,1620,3,3,3,3,3,4,5,4,4,4,4,5,4,5,60
satisfied,Female,Frequent Flyer,43,Business travel,Business,3487,5,5,5,5,5,5,4,4,4,4,4,5,4,3,1
satisfied,Male,Frequent Flyer,48,Business travel,Business,1710,3,3,3,3,4,4,4,2,2,2,2,4,2,3,0
satisfied,Female,Frequent Flyer,58,Business travel,Business,3165,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0
satisfied,Female,Infrequent Flyer,23,Business travel,Eco,533,4,4,4,3,3,4,3,3,3,3,5,3,4,3,71
satisfied,Male,Frequent Flyer,48,Business travel,Business,1379,3,3,3,3,5,4,4,4,4,4,4,4,4,4,73
satisfied,Female,Frequent Flyer,55,Business travel,Eco,399,5,1,1,1,4,3,1,4,4,5,4,4,4,3,3
satisfied,Female,Frequent Flyer,63,Personal Travel,Eco,895,4,5,4,4,2,4,5,2,2,4,2,4,2,4,0
satisfied,Male,Infrequent Flyer,20,Business travel,Eco,304,0,0,0,3,1,0,1,1,3,3,4,3,5,1,0
satisfied,Male,Frequent Flyer,57,Business travel,Business,372,2,2,5,2,2,5,4,5,5,4,5,5,5,5,47
satisfied,Female,Frequent Flyer,46,Business travel,Business,3892,5,5,5,5,4,5,4,4,4,4,4,5,4,5,0
satisfied,Male,Frequent Flyer,59,Business travel,Business,2334,3,3,3,3,5,5,5,3,3,4,3,4,3,4,69
satisfied,Female,Frequent Flyer,39,Business travel,Business,2363,5,5,5,5,2,4,4,5,5,4,5,5,5,5,15
satisfied,Male,Frequent Flyer,45,Business travel,Business,1749,4,4,3,4,3,4,5,4,4,5,4,5,4,3,19
satisfied,Male,Frequent Flyer,60,Business travel,Business,196,4,5,4,4,5,4,5,5,5,5,5,3,5,4,18
satisfied,Male,Frequent Flyer,55,Business travel,Business,2342,4,3,4,4,5,5,4,4,4,4,4,4,4,5,51
satisfied,Male,Frequent Flyer,57,Business travel,Business,2722,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0
satisfied,Male,Frequent Flyer,40,Business travel,Business,784,4,4,4,4,1,2,3,4,4,4,4,3,4,5,0
satisfied,Female,Frequent Flyer,55,Business travel,Business,500,4,4,4,4,3,5,4,3,3,3,3,3,3,4,2
satisfied,Male,Frequent Flyer,45,Business travel,Eco Plus,1068,5,2,2,2,5,5,5,1,3,1,4,5,3,5,135
satisfied,Female,Frequent Flyer,31,Business travel,Business,2089,1,1,1,1,2,2,2,2,3,2,3,4,4,2,0
satisfied,Female,Frequent Flyer,23,Business travel,Business,77,2,2,2,2,4,4,5,4,5,1,3,1,4,4,0
satisfied,Male,Frequent Flyer,49,Business travel,Business,207,5,5,5,5,3,3,5,4,4,4,5,5,4,5,0
satisfied,Male,Frequent Flyer,40,Business travel,Business,2937,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0
satisfied,Female,Frequent Flyer,59,Business travel,Business,448,4,4,4,4,2,1,3,4,4,4,4,4,4,4,0
satisfied,Male,Frequent Flyer,40,Personal Travel,Eco,148,5,1,0,3,5,0,5,5,4,1,2,3,2,5,10
satisfied,Female,Frequent Flyer,25,Personal Travel,Eco,763,4,3,4,2,3,4,3,3,4,2,3,3,2,3,0
satisfied,Male,Frequent Flyer,23,Business travel,Business,3176,1,1,1,1,5,5,5,5,2,5,2,5,2,5,22
satisfied,Female,Frequent Flyer,45,Business travel,Business,2398,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0
satisfied,Male,Frequent Flyer,29,Business travel,Business,337,3,3,3,3,5,5,5,5,4,2,4,5,5,5,0
satisfied,Female,Frequent Flyer,70,Personal Travel,Eco,2677,4,2,4,3,4,2,2,3,5,2,3,2,3,2,0
satisfied,Male,Frequent Flyer,15,Personal Travel,Eco,882,4,2,4,3,5,4,5,5,3,1,4,1,3,5,10
satisfied,Female,Frequent Flyer,16,Personal Travel,Eco,793,0,4,0,5,5,0,5,5,4,2,5,5,4,5,0
satisfied,Male,Frequent Flyer,39,Business travel,Business,236,0,0,0,2,1,2,2,4,4,4,4,4,4,2,4
